text,label,strategi
Saya tidak suka jika ada hambatan kecil yang tidak segera ditangani.,Choleric,Pastikan hindari ada hambatan kecil yang tidak segera ditangani.
Saya merasa lebih baik jika diberi kepercayaan penuh untuk menyelesaikan tugas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa menyusun langkah cadangan untuk tiap proyek.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka kompetisi yang sehat untuk mendorong produktivitas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa puas jika bisa memecahkan masalah kompleks dengan cepat.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka mengejar peluang baru dalam pekerjaan.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka menyelesaikan pekerjaan tanpa harus bergantung pada orang lain.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa energi saya meningkat ketika dikejar deadline.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak suka membuang waktu untuk hal-hal yang tidak relevan.,Choleric,Pastikan hindari membuang waktu untuk hal-hal yang tidak relevan.
Saya terbiasa menyusun prioritas harian secara tegas.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka mengawasi jalannya proyek hingga selesai.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya lebih nyaman dengan ritme kerja yang stabil dan tidak terganggu.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menuliskan daftar pekerjaan agar tidak ada yang terlewat.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa puas jika bisa menyelesaikan pekerjaan dengan detail yang akurat.,Melancholic,Pastikan berikan informasi yang terstruktur dan detail.
Saya terbiasa membuat dokumentasi untuk setiap tugas.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak suka jika harus terburu-buru dalam membuat keputusan.,Melancholic,Hindari harus terburu-buru dalam membuat keputusan. secara konsisten.
Saya lebih nyaman menganalisis situasi sebelum bertindak.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka mencermati kelemahan dari rencana yang ada.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa terganggu jika pekerjaan tidak sesuai ekspektasi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa menghindari kesalahan kecil karena teliti.,Melancholic,Berikan informasi yang terstruktur dan detail.
Saya lebih suka revisi berkali-kali daripada menyerahkan hasil yang belum sempurna.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak nyaman jika suasana kerja terlalu ramai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka mengecek ulang setiap hasil kerja.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa merencanakan aktivitas pribadi secara terperinci.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung perfeksionis dalam urusan tugas.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menyimpan arsip untuk referensi masa depan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka mengerjakan sesuatu dari awal hingga akhir sendiri.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya merasa lebih tenang dengan jadwal yang tetap.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak nyaman ketika pekerjaan dilakukan dengan metode improvisasi.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka berdiskusi secara pribadi daripada dalam forum besar.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak suka suasana kerja yang memaksakan kompetisi.,Phlegmatic,Hindari suasana kerja yang memaksakan kompetisi.
Saya merasa cocok bekerja di tim yang saling menghargai.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka menyampaikan masukan dengan bahasa yang halus.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya tidak suka mendominasi percakapan.,Phlegmatic,Hindari mendominasi percakapan. secara konsisten.
Saya lebih nyaman mendukung pemimpin daripada menjadi pemimpin.,Phlegmatic,Pastikan berikan kesempatan untuk memimpin dan mengambil tanggung jawab.
Saya terbiasa membantu orang lain dengan cara yang tidak mencolok.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya suka menyampaikan ide jika suasananya mendukung.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya tidak nyaman jika harus membuat keputusan penting secara mendadak.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka keputusan yang diambil bersama.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa damai jika lingkungan kerja harmonis.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya lebih suka ritme kerja yang tidak tergesa-gesa.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya tidak suka dipaksa berbicara di depan umum.,Phlegmatic,Pastikan hindari dipaksa berbicara di depan umum.
Saya merasa cukup dengan peran saya sebagai pendukung yang setia.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya suka menyelesaikan tugas tanpa banyak tekanan.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya terbiasa menjaga emosi agar tidak memperkeruh suasana.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya lebih memilih menyendiri saat suasana terlalu panas.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya lebih nyaman memberi pengaruh secara perlahan.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya senang mengajak orang lain terlibat dalam diskusi ringan.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa lebih semangat jika suasana kerja tidak terlalu formal.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka menyampaikan ide dengan gaya yang santai dan bersahabat.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih cepat akrab dengan orang baru lewat obrolan seru.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya sering membuat suasana kerja menjadi lebih hidup.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka menyapa rekan kerja meskipun tidak sedang ada urusan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya terbiasa menjadi moderator dalam acara informal.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa puas jika bisa membuat suasana tidak membosankan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka menyampaikan kritik dalam bentuk candaan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya cenderung merasa tidak nyaman jika harus diam terlalu lama.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka kegiatan yang melibatkan interaksi sosial.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa termotivasi ketika mendapat tanggapan antusias dari orang lain.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka menjadi orang yang menyemangati teman-teman saya.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya mudah menyesuaikan diri dengan gaya komunikasi yang berbeda-beda.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya terbiasa mengangkat suasana saat diskusi mulai lesu.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa senang jika bisa menghibur orang-orang di sekitar saya.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka menceritakan pengalaman saya dengan penuh semangat.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa hidup jika berada di antara orang-orang yang aktif.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka forum terbuka daripada komunikasi satu arah.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka memberikan solusi langsung untuk menghindari penundaan.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa tanggung jawab utama adalah menyelesaikan masalah.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa memberi keputusan ketika diskusi sudah terlalu panjang.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak nyaman jika tidak punya kendali atas situasi.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya lebih suka bekerja di lingkungan yang kompetitif dan menantang.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya terbiasa menyusun strategi kerja secara efisien.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka memberi evaluasi agar tim lebih berkembang.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya lebih nyaman dengan target yang tinggi dan jelas.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa terganggu dengan ketidaktepatan waktu.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka bekerja cepat daripada bertele-tele.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya terbiasa menetapkan standar tinggi dalam pekerjaan saya.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka sistem kerja yang produktif dan tegas.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa lebih bersemangat jika diberi wewenang lebih.,Choleric,Ajak dia berdiskusi atau bepekerjaan dalam kelompok.
Saya cenderung mengambil alih jika melihat tim tidak efektif.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya terbiasa mengontrol proses kerja secara langsung.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya lebih suka tanggung jawab besar daripada tugas kecil yang berulang.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa puas jika mampu memimpin tim hingga tuntas.,Choleric,Berikan kesempatan untuk memimpin dan mengambil tanggung jawab.
Saya tidak suka pembahasan yang terlalu berlarut-larut.,Choleric,Pastikan hindari pembahasan yang terlalu berlarut-larut.
Saya suka membuat orang lain bergerak dengan instruksi saya.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya terbiasa menyesuaikan metode kerja agar hasil maksimal.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya lebih suka memikirkan semua risiko sebelum memulai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa gelisah jika tidak ada perencanaan yang jelas.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka bekerja dalam suasana yang terstruktur dan tenang.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya terbiasa memperhatikan tata letak dan format dokumen.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka mencatat semua ide yang muncul agar tidak hilang.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih nyaman dengan kerja yang membutuhkan analisis mendalam.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa tidak tenang jika data tidak lengkap.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka membuat bagan atau mindmap untuk memahami sesuatu.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung menghindari pekerjaan mendadak tanpa persiapan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa penting untuk melakukan review berkala terhadap pekerjaan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka mencari tahu semua detail sebelum memutuskan sesuatu.,Melancholic,Pastikan berikan informasi yang terstruktur dan detail.
Saya terbiasa menyusun sistem dokumentasi pribadi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka evaluasi akhir daripada komentar spontan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya tidak nyaman jika harus menyelesaikan sesuatu tanpa waktu cukup.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa lebih tenang bekerja sendiri daripada ramai-ramai.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka menyusun laporan yang rapi dan sistematis.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung menyukai instruksi tertulis yang detail.,Melancholic,Berikan informasi yang terstruktur dan detail. secara konsisten.
Saya merasa lebih terorganisir dengan jadwal mingguan tertulis.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya lebih suka memberikan saran dalam bentuk tulisan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka menjadi jembatan dalam konflik daripada berpihak.,Phlegmatic,Ciptakan suasana kerja yang tenang tanpa tekanan.
Saya merasa damai saat melihat tim saya bekerja selaras.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya tidak nyaman jika harus mendominasi diskusi.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya terbiasa menghindari pembicaraan yang terlalu memojokkan.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka kerja sama yang saling mendukung tanpa paksaan.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya tidak suka perubahan mendadak dalam jadwal kerja.,Phlegmatic,Hindari perubahan mendadak dalam jadwal pekerjaan.
Saya lebih nyaman menyelesaikan satu tugas hingga selesai dulu.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya suka jika ada waktu cukup untuk berpikir sebelum menanggapi.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya tidak suka jika suasana kerja terlalu berisik.,Phlegmatic,Hindari suasana pekerjaan terlalu berisik.
Saya lebih suka tugas dengan tekanan rendah tapi hasil stabil.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya cenderung tidak suka mendesak orang lain.,Phlegmatic,Pastikan hindari mendesak orang lain.
Saya terbiasa menjaga relasi kerja tetap damai.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya suka menjadi tempat curhat karena saya pendengar yang baik.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya lebih nyaman menyampaikan gagasan lewat tulisan.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya tidak suka debat terbuka yang terlalu memanas.,Phlegmatic,Pastikan hindari debat terbuka yang terlalu memanas. ciptakan suasana kerja yang tenang tanpa tekanan.
Saya merasa nyaman ketika semua bisa bekerja sama tanpa konflik.,Phlegmatic,Bangun suasana kerja yang tenang tanpa tekanan.
"Saya lebih suka memberi masukan saat diminta, bukan secara langsung.",Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya terbiasa mengikuti ritme kerja yang tenang dan stabil.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya senang jika suasana belajar diwarnai dengan tawa.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih cepat memahami sesuatu jika dijelaskan dengan contoh seru.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya terbiasa menceritakan pengalaman pribadi saat diskusi.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka kegiatan kelompok yang membuat saya berinteraksi langsung.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa lebih hidup ketika berbicara dengan banyak orang.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya mudah membangun koneksi hanya lewat obrolan singkat.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya sering dianggap sebagai orang yang menyenangkan untuk diajak diskusi.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya tidak betah dalam suasana yang terlalu formal.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya lebih suka menyampaikan ide dengan gaya bercerita.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya terbiasa menyampaikan pendapat dengan ekspresi yang ekspresif.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka menjadi pusat perhatian saat menyampaikan cerita.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa penting untuk menjaga mood orang-orang di sekitar saya.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih mudah belajar dalam lingkungan yang aktif dan terbuka.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya senang mengisi pertemuan dengan humor yang ringan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya sering memotivasi orang lain lewat cerita inspiratif.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya tidak suka terlalu banyak aturan dalam komunikasi.,Sanguine,Hindari terlalu banyak aturan dalam komunikasi. secara konsisten.
Saya lebih nyaman menyampaikan gagasan dalam bentuk lisan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya senang menyampaikan ide tanpa harus ditanya dulu.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa perlu menanggapi orang lain dengan antusias.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya suka jadi orang yang memecah keheningan dalam kelompok.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa bertanggung jawab jika tugas tidak selesai sesuai standar.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka jika hasil kerja bisa segera diukur dan dievaluasi.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya tidak nyaman bekerja tanpa adanya tenggat waktu.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya terbiasa mengambil keputusan dengan cepat dan tegas.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih suka jika struktur tim jelas dan hierarkis.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka melihat progress dalam bentuk angka atau grafik.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa terganggu jika rekan kerja terlalu lambat.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka memberikan masukan untuk mempercepat hasil.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya tidak suka terlalu banyak teori tanpa implementasi.,Choleric,Hindari terlalu banyak teori tanpa implementasi. secara konsisten.
Saya terbiasa memimpin dengan contoh dan disiplin.,Choleric,Pastikan berikan kesempatan untuk memimpin dan mengambil tanggung jawab.
Saya merasa lebih produktif jika diberi kebebasan mengatur metode sendiri.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya lebih nyaman bekerja dalam sistem yang tegas dan konsisten.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya merasa tertantang jika diberi tanggung jawab besar.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya lebih suka tantangan daripada kenyamanan.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas.
Saya suka menjadi inisiator dalam proyek.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya tidak suka tugas yang tidak punya dampak jelas.,Choleric,Hindari tugas yang tidak punya dampak jelas. secara konsisten.
Saya merasa lebih fokus jika semua proses berjalan sesuai rencana.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya cenderung menilai kinerja berdasarkan hasil nyata.,Choleric,Berikan tantangan dan peran kepemimpinan yang jelas. secara konsisten.
Saya suka membuat to-do list dan langsung mengeksekusinya.,Choleric,Pastikan berikan tantangan dan peran kepemimpinan yang jelas.
Saya merasa harus tahu semua detail sebelum menyetujui sesuatu.,Melancholic,Berikan informasi yang terstruktur dan detail.
Saya lebih suka mempersiapkan rencana cadangan untuk setiap proyek.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa tidak nyaman jika informasi yang saya terima belum lengkap.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya suka menyusun langkah kerja sebelum bertindak.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka revisi yang detail daripada improvisasi.,Melancholic,Berikan informasi yang terstruktur dan detail.
Saya terbiasa memeriksa ulang hal kecil yang dianggap sepele.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka memisahkan tugas menjadi langkah-langkah kecil.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak. secara konsisten.
Saya cenderung mencatat ide-ide yang muncul dalam keseharian.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa penting untuk mendokumentasikan proses kerja.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak suka presentasi yang terlalu spontan.,Melancholic,Pastikan hindari presentasi yang terlalu spontan.
Saya lebih suka jika informasi disampaikan secara tertulis.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menyimpan bukti dan arsip pekerjaan.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya terbiasa mencocokkan fakta sebelum menarik kesimpulan.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya tidak suka perubahan mendadak yang tidak rasional.,Melancholic,Hindari perubahan mendadak yang tidak rasional. secara konsisten.
Saya merasa lebih nyaman bekerja dalam ruang pribadi.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya cenderung diam ketika suasana terlalu ramai.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya suka menyelesaikan tugas sesuai urutan prioritas.,Melancholic,Pastikan berikan informasi lengkap dan hindari perubahan mendadak.
Saya lebih suka evaluasi formal daripada kritik terbuka.,Melancholic,Berikan informasi lengkap dan hindari perubahan mendadak.
Saya merasa cukup menjadi mediator dalam konflik antar teman.,Phlegmatic,Ciptakan suasana pekerjaan yang tenang tanpa tekanan.
Saya tidak suka berbicara langsung jika tahu bisa menyakiti.,Phlegmatic,Hindari berbicara langsung jika tahu bisa menyakiti. secara konsisten.
Saya merasa lebih damai jika semua berjalan sesuai kebiasaan.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya lebih nyaman menyampaikan ketidaksetujuan secara pribadi.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya terbiasa menahan pendapat saya demi suasana tetap tenang.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka mendengar cerita orang lain sebelum menanggapi.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya tidak suka perubahan drastis tanpa persiapan.,Phlegmatic,Pastikan hindari perubahan drastis tanpa persiapan.
Saya suka menjadi penyeimbang dalam kelompok.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya lebih suka ritme kerja yang mengalir alami.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa tidak nyaman jika harus mengambil keputusan mendesak.,Phlegmatic,Ciptakan ruang kerja tanpa tekanan dan tunjukkan perhatian pribadi.
Saya lebih suka diskusi tertutup daripada debat terbuka.,Phlegmatic,Ciptakan suasana kerja yang tenang tanpa tekanan. secara konsisten.
Saya tidak suka jika harus menjadi pusat perhatian.,Phlegmatic,Hindari harus menjadi pusat perhatian.
Saya suka menyelesaikan konflik dengan kompromi.,Phlegmatic,Bangun suasana kerja yang tenang tanpa tekanan. Lakukan kompromi dan kerja sama.
Saya lebih nyaman jika diberikan instruksi secara tenang dan perlahan.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa cukup dengan peran sebagai pendukung.,Phlegmatic,Buat lingkungan kerja yang damai dan berikan dukungan personal.
Saya terbiasa tidak terburu-buru dalam menyampaikan pendapat.,Phlegmatic,Fasilitasi lingkungan yang stabil dengan pendekatan pribadi.
Saya lebih suka waktu tenang untuk berpikir sebelum merespons.,Phlegmatic,Wujudkan tempat kerja yang nyaman dan mendukung secara emosional.
Saya merasa lebih tenang saat semua berjalan sesuai rutinitas.,Phlegmatic,Jaga stabilitas suasana kerja dan berikan bantuan personal.
Saya suka membaur dengan orang-orang baru dalam situasi santai.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya merasa antusias saat bisa berbagi cerita lucu.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya mudah beradaptasi dalam suasana yang ramai dan penuh canda.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka mengajak teman-teman untuk berkegiatan bersama.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya merasa nyaman jika suasana kerja ringan dan bersahabat.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya terbiasa menyapa teman kantor hanya untuk ngobrol ringan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih mudah menyerap informasi dalam format yang menarik dan interaktif.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka menghidupkan suasana jika pertemuan mulai membosankan.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya terbiasa memberikan semangat lewat cerita yang inspiratif.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya tidak nyaman jika harus duduk diam tanpa aktivitas.,Sanguine,Pastikan ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya lebih suka mengajak orang berbicara daripada bekerja dalam keheningan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi.
Saya senang jadi penyambung antar anggota tim yang kurang akrab.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya suka mengekspresikan pendapat saya dengan penuh semangat.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
Saya lebih produktif ketika mood saya baik dan suasana menyenangkan.,Sanguine,Ajak dia berinteraksi sosial dan berikan ruang berekspresi. secara konsisten.
